Date,Change_Price,RSI,50MA,200MA,14-high,14-low,%K,SC,MACD,Log_Returns,Signal_MACD,Target
2009-11-24,0.13545989990234375,60.27808326770459,85.55106079101563,74.5552431678772,111.73999786376953,105.44000244140625,-269.8523650534724,-233.647064574636,0.30496769328296125,0.0015328448067197797,0.8141009357327105,1
2009-11-25,0.310791015625,61.57146194580167,85.62387084960938,74.67170537948608,111.73999786376953,106.05000305175781,-304.0406329319294,-268.14841386987837,0.3133424535803613,0.003508012270389216,0.8428659138868027,1
2009-11-27,-1.4422607421875,52.954428205688394,85.67037307739258,74.78072145462036,111.73999786376953,107.87000274658203,-531.3225483392739,-368.4051821082253,0.2617152123914366,-0.016384298265929687,0.8451795606420449,0
2009-11-30,0.29480743408203125,54.36047186218161,85.72168869018554,74.89473489761353,111.73999786376953,108.12000274658203,-566.7783678974878,-467.38051638956375,0.22910482246800257,0.00337095501949225,0.8335698853867544,1
2009-12-01,1.0836944580078125,59.18895654383032,85.79898056030274,75.02802570343017,111.73999786376953,108.12000274658203,-536.8420165233518,-544.9809775867045,0.23983976381109073,0.012294676353285183,0.829231777763695,1
2009-12-02,-0.03986358642578125,58.94192737067894,85.86559494018555,75.1618610572815,112.01000213623047,108.12000274658203,-500.6046639339439,-534.7416827849279,0.24207052206881485,-0.00044959059833438175,0.8271527714316902,0
2009-12-03,-0.6932220458984375,54.66896477058575,85.93252746582031,75.29555793762206,112.18000030517578,108.12000274658203,-496.71804296516785,-511.3882411408212,0.21426064268901257,-0.007850810880623449,0.813653509619242,0
2009-12-04,0.501983642578125,57.09456355343661,86.02814559936523,75.43474018096924,112.37999725341797,108.12000274658203,-461.614604041077,-486.31243698006296,0.20779094346821125,0.005691165378853391,0.7998582814318487,1
2009-12-07,-0.13545989990234375,56.22033967985741,86.12997894287109,75.58408941268921,112.37999725341797,108.12000274658203,-464.79441799823053,-474.3756883348251,0.1942961772033982,-0.0015325685403659861,0.7826164935053099,0
2009-12-08,-0.980072021484375,50.2278854663572,86.18240921020508,75.71745914459228,112.37999725341797,108.12000274658203,-487.8008331452846,-471.40328506153077,0.14522650609760035,-0.011158886262609968,0.746698093727262,0
2009-12-09,0.32669830322265625,52.06215574914138,86.24647369384766,75.8548504638672,112.37999725341797,108.12000274658203,-480.1318490022673,-477.5757000485942,0.1177884276764729,0.0037335685262878116,0.704466861959609,1
2009-12-10,0.4940338134765625,54.776328789518416,86.32695266723633,75.99960556030274,112.37999725341797,108.12000274658203,-468.53479617311945,-478.82249277355714,0.113054644226807,0.00561956367467964,0.6667690988321648,1
2009-12-11,0.37448883056640625,56.774206424520564,86.45667526245117,76.15284938812256,112.37999725341797,108.12000274658203,-459.7439672186344,-469.4702041313403,0.12103029037353963,0.004238813587750023,0.6383440539796417,1
2009-12-14,0.6056060791015625,59.86230753550939,86.6061589050293,76.32215795516967,112.37999725341797,108.12000274658203,-445.5278437440675,-457.9355357119405,0.14671675682389207,0.0068170176073554245,0.6254282331885247,1
